incident_id,locality,latitude,longitude,crime_type,severity,time_of_day,day_type,lighting,crowd_level,police_distance_m,report_source,risk_score
INC00454,Old Town,20.23659,85.836338,Harassment,3,Afternoon,Weekday,Good,Medium,1268,Community,43
INC00455,Nayapalli,20.294037,85.806954,Sexual Harassment,5,Night,Weekend,Moderate,Low,1319,Community,95
INC00456,Infocity,20.346531,85.815006,Sexual Harassment,5,Night,Weekday,Moderate,Low,346,Police,98
INC00457,Lingaraj,20.243146,85.832916,Harassment,3,Evening,Weekend,Moderate,Medium,413,Community,64
INC00458,Vani Vihar,20.29454,85.841592,Assault on Woman,5,Night,Weekend,Good,Medium,1074,Community,85
INC00459,Khandagiri,20.257511,85.783443,Harassment,3,Afternoon,Weekday,Good,Medium,1099,Community,49
INC00460,Pokhariput,20.256414,85.802477,Assault on Woman,5,Morning,Weekend,Poor,Medium,1279,Community,100
INC00461,Kalpana Square,20.258143,85.842067,Stalking,4,Night,Weekday,Poor,High,816,Community,97
INC00462,Master Canteen,20.270909,85.839198,Harassment,3,Evening,Weekday,Poor,Low,330,Police,71
INC00463,Baramunda,20.271163,85.801668,Harassment,3,Evening,Weekend,Good,High,1201,Community,56
INC00464,Pokhariput,20.25638,85.801848,Stalking,4,Night,Weekday,Good,Medium,1458,Community,74
INC00465,KIIT Square,20.354735,85.818708,Harassment,3,Morning,Weekend,Poor,High,895,Community,70
INC00466,Chandrasekharpur,20.334204,85.821896,Harassment,3,Afternoon,Weekday,Moderate,Low,303,Police,57
INC00467,Acharya Vihar,20.302801,85.835364,Harassment,3,Night,Weekday,Good,Low,724,Community,61
INC00468,Patia,20.354211,85.820251,Stalking,4,Afternoon,Weekday,Poor,Medium,226,Community,81
INC00469,Pokhariput,20.253353,85.803051,Kidnapping Attempt,5,Evening,Weekday,Good,Low,1166,Police,87
INC00470,Kalpana Square,20.257916,85.845823,Harassment,3,Night,Weekday,Moderate,Medium,523,Community,74
INC00471,Jaydev Vihar,20.302231,85.820143,Stalking,4,Afternoon,Weekday,Poor,Low,397,Community,84
INC00472,Nayapalli,20.296198,85.806317,Harassment,3,Afternoon,Weekend,Poor,High,160,Police,66
INC00473,Baramunda,20.272603,85.806365,Stalking,4,Night,Weekend,Good,Low,318,Community,70
INC00474,Vani Vihar,20.295385,85.840393,Assault on Woman,5,Night,Weekend,Moderate,Medium,1076,Community,100
INC00475,Old Town,20.237325,85.833843,Harassment,3,Afternoon,Weekday,Good,Medium,130,Police,46
INC00476,Saheed Nagar,20.294197,85.843763,Sexual Harassment,5,Night,Weekend,Poor,Medium,765,Police,100
INC00477,Lingaraj,20.243648,85.835946,Sexual Harassment,5,Night,Weekday,Moderate,Low,1271,Community,100
INC00478,Dumduma,20.263741,85.796267,Harassment,3,Night,Weekday,Good,Medium,180,Community,63
INC00479,Saheed Nagar,20.296188,85.840027,Harassment,3,Night,Weekday,Moderate,Medium,1355,Police,73
INC00480,Master Canteen,20.26871,85.842336,Sexual Harassment,5,Afternoon,Weekend,Poor,Low,1219,Community,96
INC00481,Master Canteen,20.268722,85.84338,Harassment,3,Night,Weekday,Poor,High,763,Community,77
INC00482,Infocity,20.343696,85.815178,Harassment,3,Evening,Weekend,Moderate,Low,1147,Community,60
INC00483,Pokhariput,20.25661,85.806474,Stalking,4,Evening,Weekend,Poor,High,396,Community,83
INC00484,Baramunda,20.271612,85.803678,Stalking,4,Evening,Weekday,Good,High,515,Community,67
INC00485,Master Canteen,20.268992,85.842845,Stalking,4,Evening,Weekend,Moderate,High,1450,Community,79
INC00486,Infocity,20.341039,85.818293,Assault on Woman,5,Afternoon,Weekday,Moderate,Low,525,Community,82
INC00487,Old Town,20.240123,85.835002,Harassment,3,Night,Weekday,Good,Low,200,Community,57
INC00488,Baramunda,20.271149,85.80457,Assault on Woman,5,Night,Weekday,Good,Medium,1285,Community,85
INC00489,Baramunda,20.272385,85.805922,Stalking,4,Night,Weekend,Poor,High,1064,Community,94
INC00490,Dumduma,20.262259,85.792254,Stalking,4,Morning,Weekend,Moderate,Low,1183,Police,72
INC00491,Kalpana Square,20.258899,85.843152,Assault on Woman,5,Night,Weekend,Moderate,High,1252,Community,100
INC00492,CRP Square,20.317302,85.820396,Sexual Harassment,5,Afternoon,Weekday,Good,High,1052,Community,71
INC00493,Vani Vihar,20.296484,85.841003,Eve-teasing,2,Evening,Weekday,Moderate,High,512,Community,47
INC00494,Baramunda,20.2703,85.805602,Stalking,4,Afternoon,Weekday,Moderate,Medium,1265,Community,65
INC00495,Saheed Nagar,20.295828,85.842235,Stalking,4,Night,Weekend,Poor,Medium,1086,Community,97
INC00496,Master Canteen,20.268484,85.842456,Sexual Harassment,5,Night,Weekday,Good,Low,746,Community,85
INC00497,Mancheswar,20.323797,85.866328,Snatching,3,Evening,Weekday,Poor,High,163,Community,74
INC00498,Mancheswar,20.320124,85.861701,Assault on Woman,5,Night,Weekend,Moderate,Low,164,Community,96
INC00499,Rasulgarh,20.292277,85.869816,Stalking,4,Evening,Weekend,Good,Medium,176,Police,64
INC00500,Dumduma,20.263896,85.794,Harassment,3,Afternoon,Weekday,Poor,Low,1172,Community,65
INC00501,Chandrasekharpur,20.334628,85.82206,Sexual Harassment,5,Afternoon,Weekday,Poor,Medium,1169,Community,94
INC00502,Vani Vihar,20.296,85.844335,Suspicious Activity,2,Afternoon,Weekday,Poor,Low,146,Community,49
INC00503,Nayapalli,20.294719,85.805194,Harassment,3,Night,Weekday,Poor,High,422,Community,75
INC00504,Saheed Nagar,20.297096,85.839826,Assault on Woman,5,Night,Weekend,Poor,Medium,450,Community,100
INC00505,Pokhariput,20.25278,85.803824,Stalking,4,Night,Weekend,Good,High,973,Community,79
INC00506,Vani Vihar,20.295994,85.840189,Stalking,4,Night,Weekend,Poor,High,1053,Community,91
INC00507,Chandrasekharpur,20.333107,85.822261,Stalking,4,Evening,Weekend,Good,High,1363,Community,68
INC00508,Acharya Vihar,20.300991,85.836733,Snatching,3,Night,Weekend,Moderate,High,1073,Community,72
INC00509,Acharya Vihar,20.299092,85.835448,Harassment,3,Evening,Weekday,Moderate,Low,319,Community,68
INC00510,Baramunda,20.269405,85.803481,Assault on Woman,5,Evening,Weekend,Moderate,Low,886,Community,91
INC00511,Kalpana Square,20.259053,85.844165,Assault on Woman,5,Afternoon,Weekend,Poor,Low,1275,Police,91
INC00512,Nayapalli,20.297932,85.803057,Assault on Woman,5,Night,Weekend,Good,High,1321,Police,91
INC00513,CRP Square,20.312369,85.820306,Assault on Woman,5,Afternoon,Weekday,Moderate,Low,100,Police,90
INC00514,Master Canteen,20.26834,85.841468,Assault on Woman,5,Afternoon,Weekend,Poor,Medium,1267,Police,100
INC00515,Kalpana Square,20.262491,85.845942,Snatching,3,Evening,Weekend,Moderate,Medium,361,Police,58
INC00516,Pokhariput,20.252005,85.80436,Eve-teasing,2,Night,Weekend,Good,High,163,Community,49
INC00517,Nayapalli,20.295436,85.804611,Snatching,3,Afternoon,Weekend,Good,High,1237,Community,45
INC00518,Jaydev Vihar,20.303236,85.817753,Harassment,3,Morning,Weekday,Moderate,High,1096,Community,52
INC00519,Jaydev Vihar,20.300495,85.819736,Assault on Woman,5,Night,Weekend,Moderate,Medium,468,Community,100
INC00520,Lingaraj,20.241115,85.834627,Stalking,4,Evening,Weekend,Poor,High,1127,Community,91
INC00521,KIIT Square,20.353409,85.819229,Eve-teasing,2,Afternoon,Weekend,Moderate,Medium,390,Police,43
INC00522,Master Canteen,20.26914,85.84166,Assault on Woman,5,Afternoon,Weekend,Moderate,Medium,1469,Community,90
INC00523,Vani Vihar,20.296061,85.843671,Harassment,3,Evening,Weekend,Moderate,Medium,778,Community,62
INC00524,Acharya Vihar,20.302537,85.836497,Harassment,3,Night,Weekday,Moderate,High,1069,Community,74
INC00525,Baramunda,20.270746,85.802721,Sexual Harassment,5,Morning,Weekend,Moderate,Low,669,Community,89
INC00526,Khandagiri,20.254585,85.779469,Suspicious Activity,2,Afternoon,Weekend,Moderate,High,1014,Community,37
INC00527,Rasulgarh,20.292096,85.873172,Stalking,4,Evening,Weekend,Good,High,415,Police,69
INC00528,Rasulgarh,20.291656,85.869004,Snatching,3,Evening,Weekday,Poor,High,641,Police,69
INC00529,Acharya Vihar,20.299857,85.834858,Stalking,4,Night,Weekend,Poor,High,1499,Police,97
INC00530,Jaydev Vihar,20.300608,85.818733,Assault on Woman,5,Night,Weekday,Moderate,Medium,1185,Community,95
INC00531,Pokhariput,20.257737,85.803591,Assault on Woman,5,Night,Weekend,Poor,Medium,646,Police,100
INC00532,Master Canteen,20.270495,85.842406,Sexual Harassment,5,Evening,Weekday,Good,Medium,468,Community,78
INC00533,Infocity,20.341586,85.813623,Harassment,3,Evening,Weekday,Good,High,495,Community,57
INC00534,KIIT Square,20.35394,85.820013,Kidnapping Attempt,5,Night,Weekday,Moderate,Low,345,Community,100
INC00535,Lingaraj,20.245399,85.834396,Snatching,3,Night,Weekday,Poor,Medium,618,Community,85
INC00536,Master Canteen,20.267658,85.840562,Kidnapping Attempt,5,Night,Weekday,Poor,Medium,431,Police,100
INC00537,Lingaraj,20.245976,85.832549,Stalking,4,Night,Weekend,Good,High,510,Community,72
INC00538,Chandrasekharpur,20.333612,85.81931,Harassment,3,Evening,Weekend,Poor,Low,311,Community,69
INC00539,Master Canteen,20.268986,85.841917,Harassment,3,Morning,Weekday,Good,Medium,410,Police,46
INC00540,Dumduma,20.265626,85.793869,Snatching,3,Evening,Weekend,Poor,Low,243,Community,68
INC00541,CRP Square,20.315212,85.82495,Harassment,3,Evening,Weekend,Moderate,High,1425,Community,66
INC00542,Infocity,20.345563,85.81474,Suspicious Activity,2,Afternoon,Weekday,Moderate,Low,1453,Community,41
INC00543,Old Town,20.240311,85.833628,Stalking,4,Afternoon,Weekday,Good,High,1314,Community,61
INC00544,Pokhariput,20.254998,85.80679,Assault on Woman,5,Night,Weekend,Poor,High,794,Community,100
INC00545,Chandrasekharpur,20.332923,85.821139,Harassment,3,Night,Weekday,Poor,Medium,1286,Community,76
INC00546,Jaydev Vihar,20.298114,85.822443,Stalking,4,Evening,Weekend,Good,Medium,129,Community,63
INC00547,Chandrasekharpur,20.330024,85.821546,Stalking,4,Night,Weekend,Good,Medium,1360,Community,73
INC00548,Nayapalli,20.298893,85.80607,Sexual Harassment,5,Evening,Weekday,Poor,Medium,381,Community,100
INC00549,Mancheswar,20.319379,85.862643,Harassment,3,Night,Weekday,Good,Medium,437,Community,64
INC00550,Jaydev Vihar,20.303084,85.820675,Harassment,3,Night,Weekend,Good,Medium,113,Community,56
INC00551,Kalpana Square,20.261753,85.842856,Snatching,3,Afternoon,Weekday,Good,High,1022,Community,42
INC00552,Vani Vihar,20.296999,85.844702,Harassment,3,Evening,Weekday,Poor,Medium,109,Community,71
INC00553,Dumduma,20.264714,85.796176,Eve-teasing,2,Night,Weekday,Moderate,Medium,1382,Community,54
INC00554,Saheed Nagar,20.294695,85.843263,Harassment,3,Night,Weekend,Moderate,High,188,Community,70
INC00555,Saheed Nagar,20.295806,85.843031,Stalking,4,Night,Weekend,Good,Low,1200,Community,70
INC00556,Dumduma,20.26637,85.795328,Harassment,3,Evening,Weekday,Moderate,High,1486,Police,61
INC00557,Nayapalli,20.294423,85.804476,Harassment,3,Afternoon,Weekday,Poor,High,1298,Community,66
INC00558,Saheed Nagar,20.29653,85.840524,Kidnapping Attempt,5,Afternoon,Weekday,Poor,Medium,652,Community,92
INC00559,Mancheswar,20.319819,85.86611,Harassment,3,Evening,Weekday,Good,Medium,704,Community,58
INC00560,Mancheswar,20.32413,85.861519,Eve-teasing,2,Night,Weekend,Moderate,Low,1311,Community,57
INC00561,Patia,20.356517,85.81798,Snatching,3,Evening,Weekday,Moderate,Low,1311,Police,67
INC00562,Kalpana Square,20.25724,85.842824,Eve-teasing,2,Night,Weekend,Good,Medium,1081,Police,41
INC00563,CRP Square,20.315351,85.819075,Harassment,3,Night,Weekday,Poor,High,705,Community,76
INC00564,CRP Square,20.312971,85.821756,Snatching,3,Evening,Weekday,Moderate,Low,1049,Police,64
INC00565,Old Town,20.239223,85.831008,Assault on Woman,5,Evening,Weekend,Moderate,Medium,1187,Community,94
INC00566,Vani Vihar,20.298767,85.843726,Assault on Woman,5,Morning,Weekend,Poor,Low,212,Community,100
INC00567,KIIT Square,20.352194,85.818715,Harassment,3,Evening,Weekday,Good,Medium,237,Community,51
INC00568,Nayapalli,20.293681,85.804871,Harassment,3,Night,Weekend,Moderate,Low,529,Police,68
INC00569,Old Town,20.238021,85.833538,Suspicious Activity,2,Morning,Weekend,Moderate,Medium,1126,Community,36
INC00570,Pokhariput,20.255197,85.802754,Snatching,3,Evening,Weekday,Poor,Low,234,Community,75
INC00571,Infocity,20.342073,85.81875,Stalking,4,Morning,Weekday,Good,High,403,Community,58
INC00572,Baramunda,20.271094,85.80659,Stalking,4,Evening,Weekday,Moderate,Low,143,Community,74
INC00573,Rasulgarh,20.290418,85.870015,Suspicious Activity,2,Evening,Weekend,Poor,Low,1095,Community,61
INC00574,Master Canteen,20.266792,85.842736,Stalking,4,Afternoon,Weekday,Good,Medium,690,Police,55
INC00575,Old Town,20.240737,85.834712,Harassment,3,Afternoon,Weekday,Moderate,High,459,Police,60
INC00576,Acharya Vihar,20.297247,85.8339,Harassment,3,Afternoon,Weekend,Good,High,1251,Police,50
INC00577,Old Town,20.237691,85.836853,Harassment,3,Evening,Weekend,Good,High,1122,Police,55
INC00578,Jaydev Vihar,20.302431,85.822854,Harassment,3,Evening,Weekday,Poor,Medium,693,Police,77
INC00579,Mancheswar,20.324534,85.863032,Snatching,3,Afternoon,Weekday,Moderate,High,1488,Community,54
INC00580,Lingaraj,20.241322,85.833144,Assault on Woman,5,Evening,Weekday,Moderate,High,1178,Community,92
INC00581,Patia,20.357197,85.820562,Harassment,3,Night,Weekday,Poor,Medium,1104,Community,84
INC00582,Old Town,20.239296,85.833566,Stalking,4,Evening,Weekday,Good,Medium,730,Police,71
INC00583,Saheed Nagar,20.296465,85.844156,Snatching,3,Night,Weekday,Good,Low,968,Police,61
INC00584,Mancheswar,20.319862,85.862819,Assault on Woman,5,Night,Weekday,Moderate,Medium,1309,Police,96
INC00585,Kalpana Square,20.25864,85.841049,Assault on Woman,5,Evening,Weekend,Moderate,Low,508,Community,94
INC00586,Pokhariput,20.256937,85.802812,Stalking,4,Evening,Weekday,Moderate,Low,559,Community,73
INC00587,Khandagiri,20.258343,85.782619,Stalking,4,Afternoon,Weekday,Poor,High,467,Community,85
INC00588,Patia,20.353763,85.822466,Harassment,3,Morning,Weekend,Poor,Medium,1258,Community,64
INC00589,Chandrasekharpur,20.333398,85.818105,Stalking,4,Afternoon,Weekend,Moderate,High,1044,Police,67
INC00590,Acharya Vihar,20.299167,85.835817,Harassment,3,Night,Weekday,Good,High,1408,Police,63
INC00591,Acharya Vihar,20.300593,85.833003,Sexual Harassment,5,Evening,Weekday,Moderate,Low,716,Community,93
INC00592,Pokhariput,20.25694,85.801077,Assault on Woman,5,Evening,Weekday,Moderate,Medium,796,Police,90
INC00593,Saheed Nagar,20.295127,85.839331,Harassment,3,Night,Weekday,Moderate,Low,1176,Police,73
INC00594,Kalpana Square,20.257458,85.844913,Stalking,4,Night,Weekend,Moderate,Medium,842,Community,87
INC00595,Acharya Vihar,20.297173,85.836887,Snatching,3,Afternoon,Weekday,Poor,High,564,Community,63
INC00596,Infocity,20.345578,85.81367,Stalking,4,Morning,Weekday,Moderate,Medium,502,Community,75
INC00597,CRP Square,20.313518,85.819397,Harassment,3,Night,Weekday,Poor,Low,1332,Community,78
INC00598,Old Town,20.235873,85.835477,Harassment,3,Afternoon,Weekday,Moderate,Medium,1125,Police,59
INC00599,Dumduma,20.261595,85.794469,Assault on Woman,5,Morning,Weekday,Good,High,677,Community,78
INC00600,Chandrasekharpur,20.334523,85.823108,Kidnapping Attempt,5,Evening,Weekend,Poor,High,1479,Police,100
INC00601,Lingaraj,20.243086,85.833445,Stalking,4,Night,Weekend,Moderate,Medium,1164,Community,85
INC00602,Pokhariput,20.252493,85.803962,Snatching,3,Evening,Weekend,Moderate,Low,1009,Community,64
INC00603,Kalpana Square,20.257418,85.845046,Harassment,3,Evening,Weekend,Poor,High,1480,Community,69
INC00604,Master Canteen,20.270059,85.838715,Assault on Woman,5,Evening,Weekend,Poor,Low,445,Community,100
INC00605,Saheed Nagar,20.299744,85.838937,Assault on Woman,5,Night,Weekend,Poor,High,1291,Community,100
INC00606,Old Town,20.238619,85.833427,Stalking,4,Evening,Weekend,Good,Low,321,Community,70
INC00607,Rasulgarh,20.288108,85.868598,Assault on Woman,5,Morning,Weekend,Good,Medium,466,Community,80
INC00608,Jaydev Vihar,20.301739,85.821561,Stalking,4,Night,Weekend,Moderate,Medium,1054,Community,90
INC00609,CRP Square,20.315255,85.823857,Assault on Woman,5,Evening,Weekend,Good,Low,981,Police,79
INC00610,Master Canteen,20.268258,85.840758,Stalking,4,Morning,Weekend,Moderate,Low,720,Police,67
INC00611,Kalpana Square,20.261294,85.842925,Harassment,3,Afternoon,Weekday,Poor,Medium,1204,Community,67
INC00612,Dumduma,20.26258,85.794546,Harassment,3,Evening,Weekday,Poor,Low,682,Community,68
INC00613,Jaydev Vihar,20.300093,85.821452,Suspicious Activity,2,Morning,Weekend,Poor,Medium,299,Community,50
INC00614,Old Town,20.236465,85.832408,Harassment,3,Evening,Weekday,Good,Medium,724,Community,50
INC00615,Pokhariput,20.254765,85.80618,Stalking,4,Evening,Weekend,Poor,High,1061,Community,88
INC00616,Mancheswar,20.322435,85.86585,Stalking,4,Afternoon,Weekend,Poor,Medium,1129,Police,85
INC00617,Acharya Vihar,20.29918,85.834616,Assault on Woman,5,Evening,Weekday,Poor,Low,1197,Community,100
INC00618,Baramunda,20.269412,85.802355,Eve-teasing,2,Night,Weekday,Good,Low,294,Community,44
INC00619,Mancheswar,20.321852,85.862258,Sexual Harassment,5,Night,Weekend,Poor,Medium,714,Community,100
INC00620,Saheed Nagar,20.295308,85.841292,Stalking,4,Night,Weekend,Moderate,Low,1385,Police,82
INC00621,Saheed Nagar,20.298743,85.843829,Snatching,3,Afternoon,Weekday,Moderate,Low,988,Police,60
INC00622,Dumduma,20.263775,85.792442,Harassment,3,Night,Weekday,Poor,Low,940,Community,76
INC00623,Kalpana Square,20.258722,85.840964,Harassment,3,Night,Weekend,Good,High,407,Community,58
INC00624,Master Canteen,20.271948,85.840532,Stalking,4,Night,Weekday,Good,High,159,Community,74
INC00625,KIIT Square,20.352915,85.815119,Eve-teasing,2,Night,Weekend,Good,Medium,230,Police,46
INC00626,Infocity,20.346039,85.818057,Stalking,4,Afternoon,Weekend,Moderate,Medium,347,Community,74
INC00627,CRP Square,20.313428,85.819734,Suspicious Activity,2,Night,Weekend,Moderate,Medium,898,Police,53
INC00628,Saheed Nagar,20.294851,85.84402,Harassment,3,Evening,Weekend,Good,Medium,1104,Community,49
INC00629,Pokhariput,20.256096,85.80678,Stalking,4,Night,Weekday,Poor,Medium,853,Police,90
INC00630,KIIT Square,20.354733,85.816438,Snatching,3,Evening,Weekday,Moderate,Low,843,Police,68
INC00631,Pokhariput,20.257146,85.803331,Suspicious Activity,2,Night,Weekend,Moderate,Low,623,Community,53
INC00632,Saheed Nagar,20.294761,85.840833,Suspicious Activity,2,Evening,Weekend,Poor,Medium,169,Community,54
INC00633,CRP Square,20.317559,85.820996,Snatching,3,Evening,Weekday,Poor,High,428,Community,76
INC00634,Old Town,20.239375,85.834286,Stalking,4,Evening,Weekend,Poor,Low,1413,Community,93
INC00635,Jaydev Vihar,20.2992,85.818833,Harassment,3,Evening,Weekend,Good,High,1429,Police,57
INC00636,Nayapalli,20.298241,85.802801,Stalking,4,Afternoon,Weekend,Moderate,Medium,677,Community,71
INC00637,Acharya Vihar,20.299264,85.837008,Stalking,4,Evening,Weekday,Good,High,1243,Community,73
INC00638,Infocity,20.34219,85.817208,Eve-teasing,2,Afternoon,Weekday,Moderate,Medium,632,Community,40
INC00639,Mancheswar,20.323312,85.863611,Harassment,3,Night,Weekday,Moderate,Medium,342,Community,68
INC00640,Khandagiri,20.257465,85.779581,Harassment,3,Night,Weekend,Moderate,Low,679,Police,68
INC00641,Acharya Vihar,20.297876,85.833741,Stalking,4,Afternoon,Weekend,Moderate,Low,857,Community,75
INC00642,Infocity,20.341799,85.814939,Harassment,3,Night,Weekday,Poor,Low,966,Police,79
INC00643,Chandrasekharpur,20.329313,85.823586,Assault on Woman,5,Evening,Weekday,Moderate,Medium,1473,Police,97
INC00644,Patia,20.355818,85.818315,Harassment,3,Evening,Weekend,Moderate,Low,1245,Community,60
INC00645,Acharya Vihar,20.302582,85.837267,Assault on Woman,5,Afternoon,Weekday,Moderate,Medium,390,Community,85
INC00646,Jaydev Vihar,20.30384,85.818686,Stalking,4,Evening,Weekend,Moderate,Low,639,Community,77
INC00647,Kalpana Square,20.258893,85.845967,Suspicious Activity,2,Night,Weekday,Good,Low,1446,Community,47
INC00648,Saheed Nagar,20.295179,85.838415,Harassment,3,Afternoon,Weekend,Poor,Medium,1113,Community,65
INC00649,Master Canteen,20.271075,85.843201,Stalking,4,Afternoon,Weekend,Good,Low,469,Police,63
INC00650,Mancheswar,20.322514,85.864501,Suspicious Activity,2,Night,Weekend,Moderate,Medium,952,Police,53
INC00651,Chandrasekharpur,20.329156,85.822088,Suspicious Activity,2,Night,Weekday,Moderate,Medium,317,Police,52
INC00652,Infocity,20.345246,85.815879,Stalking,4,Evening,Weekend,Good,Medium,774,Police,73
INC00653,Nayapalli,20.298999,85.807441,Kidnapping Attempt,5,Night,Weekday,Good,Low,1418,Community,85
INC00654,Pokhariput,20.254288,85.803393,Eve-teasing,2,Afternoon,Weekday,Poor,Low,282,Community,48
INC00655,Lingaraj,20.24171,85.835515,Sexual Harassment,5,Night,Weekday,Good,Medium,985,Police,89
INC00656,Old Town,20.239992,85.834076,Snatching,3,Evening,Weekend,Poor,Medium,1253,Community,69
INC00657,Old Town,20.237605,85.833556,Assault on Woman,5,Morning,Weekend,Moderate,Medium,559,Community,82
INC00658,Dumduma,20.264148,85.792744,Assault on Woman,5,Evening,Weekend,Poor,Medium,404,Police,100
INC00659,Rasulgarh,20.289073,85.868286,Assault on Woman,5,Morning,Weekend,Good,High,970,Community,77
INC00660,Old Town,20.235491,85.834021,Harassment,3,Afternoon,Weekday,Poor,High,473,Police,60
INC00661,Kalpana Square,20.258786,85.843523,Suspicious Activity,2,Evening,Weekday,Poor,Medium,642,Community,55
INC00662,Acharya Vihar,20.302893,85.833556,Harassment,3,Night,Weekend,Moderate,High,908,Community,67
INC00663,Master Canteen,20.271213,85.843795,Snatching,3,Evening,Weekend,Moderate,Medium,1363,Community,68
INC00664,Baramunda,20.267811,85.802145,Harassment,3,Night,Weekday,Poor,High,154,Community,85
INC00665,Rasulgarh,20.291056,85.87274,Stalking,4,Afternoon,Weekday,Moderate,Medium,1070,Community,66
INC00666,Jaydev Vihar,20.300672,85.81991,Snatching,3,Morning,Weekday,Moderate,High,703,Community,56
INC00667,Nayapalli,20.296782,85.806279,Harassment,3,Night,Weekday,Poor,Low,1320,Police,79
INC00668,CRP Square,20.31508,85.823348,Stalking,4,Night,Weekday,Poor,Low,574,Police,98
INC00669,Kalpana Square,20.26032,85.841607,Assault on Woman,5,Evening,Weekend,Poor,High,1375,Police,100
INC00670,Kalpana Square,20.258728,85.841153,Harassment,3,Evening,Weekend,Good,High,794,Police,58
INC00671,Jaydev Vihar,20.302338,85.819342,Suspicious Activity,2,Evening,Weekday,Poor,Medium,837,Police,55
INC00672,Baramunda,20.267517,85.803897,Snatching,3,Afternoon,Weekend,Good,Medium,951,Police,47
INC00673,Rasulgarh,20.287582,85.868109,Harassment,3,Night,Weekend,Moderate,High,1131,Community,66
INC00674,Kalpana Square,20.25836,85.843372,Harassment,3,Evening,Weekend,Poor,Low,195,Police,76
INC00675,Jaydev Vihar,20.303242,85.820626,Suspicious Activity,2,Afternoon,Weekday,Good,Low,1036,Police,26
INC00676,Vani Vihar,20.29915,85.839611,Assault on Woman,5,Evening,Weekday,Moderate,High,341,Police,93
INC00677,Baramunda,20.271572,85.80399,Snatching,3,Night,Weekend,Good,Medium,382,Community,58
INC00678,Kalpana Square,20.25704,85.845009,Sexual Harassment,5,Evening,Weekend,Good,High,644,Community,84
INC00679,Rasulgarh,20.291821,85.87053,Harassment,3,Afternoon,Weekend,Poor,Medium,938,Police,68
INC00680,Patia,20.356721,85.820806,Stalking,4,Evening,Weekend,Good,Medium,922,Police,65
INC00681,KIIT Square,20.350223,85.820535,Stalking,4,Afternoon,Weekend,Moderate,Low,1452,Police,69
INC00682,Lingaraj,20.244205,85.836241,Suspicious Activity,2,Night,Weekday,Moderate,Medium,672,Police,59
INC00683,Lingaraj,20.241231,85.834267,Stalking,4,Night,Weekend,Poor,Medium,1428,Community,93
INC00684,Infocity,20.343007,85.817351,Harassment,3,Night,Weekend,Good,Low,681,Community,63
INC00685,Dumduma,20.264814,85.791141,Stalking,4,Night,Weekday,Moderate,High,722,Police,88
INC00686,KIIT Square,20.351559,85.818045,Suspicious Activity,2,Afternoon,Weekend,Poor,Low,1019,Community,45
INC00687,Nayapalli,20.297832,85.807934,Eve-teasing,2,Evening,Weekend,Poor,Medium,1192,Police,56
INC00688,Baramunda,20.271709,85.805289,Harassment,3,Night,Weekday,Poor,Medium,607,Community,83
INC00689,Old Town,20.235879,85.833554,Stalking,4,Evening,Weekday,Good,Medium,366,Community,70
INC00690,Old Town,20.237417,85.834354,Snatching,3,Night,Weekend,Poor,Medium,1403,Community,82
INC00691,Kalpana Square,20.257866,85.840763,Sexual Harassment,5,Night,Weekend,Good,Low,1183,Community,88
INC00692,CRP Square,20.312941,85.822354,Harassment,3,Night,Weekend,Good,Low,325,Community,64
INC00693,KIIT Square,20.350706,85.81683,Assault on Woman,5,Evening,Weekend,Good,High,392,Community,87
INC00694,KIIT Square,20.351831,85.816701,Kidnapping Attempt,5,Afternoon,Weekend,Poor,High,1221,Community,90
INC00695,CRP Square,20.315395,85.824402,Assault on Woman,5,Night,Weekend,Moderate,Low,1340,Community,97
INC00696,Master Canteen,20.266894,85.842367,Snatching,3,Morning,Weekend,Moderate,Medium,893,Community,56
INC00697,Pokhariput,20.256023,85.803659,Harassment,3,Afternoon,Weekday,Good,High,150,Community,44
INC00698,Pokhariput,20.257731,85.804251,Harassment,3,Night,Weekday,Poor,Medium,1074,Community,75
INC00699,Pokhariput,20.252114,85.805721,Harassment,3,Afternoon,Weekend,Poor,Low,1009,Community,68
INC00700,Lingaraj,20.242949,85.836603,Assault on Woman,5,Evening,Weekday,Good,High,1181,Community,82
INC00701,Chandrasekharpur,20.332251,85.819712,Eve-teasing,2,Afternoon,Weekend,Poor,High,934,Community,45
INC00702,Acharya Vihar,20.297351,85.83434,Harassment,3,Evening,Weekday,Moderate,Medium,869,Police,59
INC00703,Saheed Nagar,20.297382,85.839619,Harassment,3,Evening,Weekend,Moderate,Low,651,Community,65
INC00704,Infocity,20.343445,85.814402,Stalking,4,Night,Weekday,Good,Low,1482,Community,78
INC00705,Baramunda,20.269676,85.806078,Assault on Woman,5,Evening,Weekend,Poor,High,1206,Police,100
INC00706,Pokhariput,20.252006,85.803788,Stalking,4,Night,Weekend,Good,Low,101,Community,77
INC00707,Vani Vihar,20.29808,85.844995,Harassment,3,Night,Weekday,Good,Low,676,Community,63
INC00708,Baramunda,20.271191,85.805983,Harassment,3,Night,Weekend,Poor,Low,531,Community,80
INC00709,Khandagiri,20.258747,85.780438,Eve-teasing,2,Night,Weekday,Moderate,High,1327,Community,52
INC00710,Vani Vihar,20.299409,85.843036,Stalking,4,Evening,Weekday,Poor,Low,904,Community,93
